Mergesort, array[50], k = 1
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
k = 1,7,
total time: ,,
11818000,,
Mergesort, array[50], k = n/4
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
k = n/4,27,
